"k1" "p0" "rho" "sigma" "t1" "t2" "tn" "tg" "theta" "iterations" "chain"
"1" 0.0671032291458648 983.81977243974 0.742111180906103 52.5605874693531 55.6618239991034 12.9954889623108 14.3141876958105 38.9766161710965 2.32637231452837 1001 "chain1"
"2" 0.0528210149844376 983.375070277138 0.804281536296357 54.6735943592404 56.0450419405498 12.8573642516126 17.9221427265352 42.4866239767154 2.9274723602241 1002 "chain1"
"3" 0.0485086759880813 1006.28044251455 0.887159446280586 58.1786414553202 51.3745790899551 10.5266446407032 16.6548135942965 37.6423506732251 3.51828593582883 1003 "chain1"
"4" 0.0408469597198262 1019.29706115215 0.927692856850097 44.1784680004211 48.5380370622232 9.5709321569494 15.681762990978 35.0380448457362 3.72622698864116 1004 "chain1"
"5" 0.0266904167435031 1021.35284488588 0.898317367526971 55.6942069060467 52.2108741971262 9.47868200992179 16.6882870041941 36.4486659174486 4.22483498469456 1005 "chain1"
"6" 0.0534206721619476 1034.36049371558 0.944521474931766 59.0635448346284 46.594599568906 8.97232458715319 17.8025010975965 36.1078795310691 4.96336954042894 1006 "chain1"
"7" 0.0524444287637946 1052.8401234642 0.852500813642497 58.2085245463805 51.9176573649393 9.19302564254104 20.0089678407924 39.3484992120575 5.99628240425181 1007 "chain1"
"8" 0.0615956672308993 1043.68364021466 0.823670452407307 51.1475846524356 50.5826008562176 7.92486900446951 14.6541159894719 32.0726639002082 4.75607962887043 1008 "chain1"
"9" 0.0575630085754008 988.113577733578 0.891244021257257 49.7563199630212 49.7342623194547 9.8848439347249 17.3754343472979 37.3079414012394 4.08948858285388 1009 "chain1"
"10" 0.0541440035193748 1026.41831677763 0.920568920487251 44.4960646832501 49.9593124783676 10.82205147102 18.9693764623492 40.1003761845279 3.94775978724438 1010 "chain1"
"11" 0.0397059964027905 1032.41706220786 0.897347521006755 49.6240819172491 52.3516590718409 13.9927717181939 26.2482210066423 51.4457958737689 3.95293620041004 1011 "chain1"
"12" 0.0480811698592533 1016.92176875586 0.903684710698916 46.3073717719889 54.7372674787607 14.33474823658 18.9815125720284 45.0024891239156 2.65750024303161 1012 "chain1"
"13" 0.0578350625357439 1010.43275078897 0.913178617178798 49.2587624756132 55.0720406085769 11.8763713602819 15.7513534574522 38.980109166497 2.82996115890774 1013 "chain1"
"14" 0.0671422984523257 970.64104065074 0.90523471863982 40.7252623791603 47.580287954188 9.48424443835941 12.2497075636451 31.3538189218864 2.81266253390676 1014 "chain1"
"15" 0.0571486082296261 999.675871094029 0.900345597421874 34.4719821154371 49.2936258389671 14.1494707070698 16.1779609736043 40.9483795466734 2.25955019567532 1015 "chain1"
"16" 0.0521459857800343 993.7553814784 0.847902590913718 33.6410990853946 48.7658818684121 11.8008428316497 8.3309331634602 30.4200054244329 1.70766267561269 1016 "chain1"
"17" 0.0532413571318445 1004.4932827921 0.88701305950048 46.2933557606969 46.2320900776814 12.2946237534285 13.2969661309485 35.4807321510509 2.21203639909672 1017 "chain1"
"18" 0.0605681906513555 995.113204751839 0.946643398472117 54.8748291202831 48.1167301128784 11.668978320658 10.715263440664 32.5392896498143 2.00486376705783 1018 "chain1"
"19" 0.0588748662721927 987.699636139355 0.935758685100768 54.0863608170605 50.0489235220041 11.0367750175876 12.2535719784281 33.6589175596495 2.37599772263771 1019 "chain1"
"20" 0.0584871638283024 1006.02632642214 0.909114037133232 54.95488354054 50.3367787888537 14.3835211277642 22.5325788437739 47.758271890604 3.06154179896592 1020 "chain1"
"21" 0.0271018654680998 1022.21021295853 0.819718703470395 42.3143833568811 50.5989662523515 11.7118071931556 5.91072666852044 28.2106156955713 1.47383204500258 1021 "chain1"
